brongemeente;SLA-sector;concentratie (µg/m³);relatieve bijdrage (%);doelgemeente;scenario;stof;datum export;applicatie versie;data versie
Dalfsen;Wegverkeer;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Putten;Mobiele werktuigen bouw (SEB);0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Deventer;Binnenvaart & recreatievaart;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Venray;Wegverkeer;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Borsele;Binnenvaart & recreatievaart;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Hilversum;Luchtvaart & rail;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Zwijndrecht;Mobiele werktuigen bouw (SEB);0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Almelo;HDO & Bouw;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Tubbergen;Consumenten;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Bergen (NH.);Mobiele werktuigen bouw (SEB);0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Stede Broec;Mobiele werktuigen bouw (SEB);0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Vlissingen;Binnenvaart & recreatievaart;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Meierijstad;Mobiele werktuigen;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Deurne;Wegverkeer;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Waalwijk;Mobiele werktuigen bouw (SEB);0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Wageningen;Wegverkeer;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Echt-Susteren;Wegverkeer;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Goirle;Wegverkeer;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Eersel;Wegverkeer;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Leidschendam-Voorburg;Industrie & energie;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Stede Broec;HDO & Bouw;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Wageningen;HDO & Bouw;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Lochem;Wegverkeer;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Waalwijk;Landbouw;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Bunschoten;Mobiele werktuigen bouw (SEB);0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Nijkerk;Binnenvaart & recreatievaart;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Peel en Maas;Wegverkeer;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Zoetermeer;Luchtvaart & rail;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Duiven;Wegverkeer;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Waalwijk;Mobiele werktuigen;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Haaksbergen;Landbouw;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Doetinchem;Landbouw;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Zoetermeer;Landbouw;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Berkelland;Mobiele werktuigen bouw (SEB);0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Overbetuwe;HDO & Bouw;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
De Fryske Marren;HDO & Bouw;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Eersel;Consumenten;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Tholen;HDO & Bouw;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Bergen (L.);Binnenvaart & recreatievaart;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Eindhoven;Luchtvaart & rail;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Assen;Wegverkeer;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Albrandswaard;Luchtvaart & rail;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Midden-Delfland;Industrie & energie;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Oosterhout;Mobiele werktuigen;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Deventer;Mobiele werktuigen;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Hardenberg;Mobiele werktuigen;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Leudal;Consumenten;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Oudewater;Luchtvaart & rail;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Heumen;Binnenvaart & recreatievaart;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Den Haag;Binnenvaart & recreatievaart;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Bronckhorst;Wegverkeer;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Hattem;Consumenten;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Epe;HDO & Bouw;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Opsterland;Consumenten;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Noardeast-Fryslân;Consumenten;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Emmen;HDO & Bouw;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Zwijndrecht;Mobiele werktuigen;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Lelystad;Luchtvaart & rail;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Bunschoten;Mobiele werktuigen;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Etten-Leur;Landbouw;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Zwolle;Mobiele werktuigen;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Rijssen-Holten;Landbouw;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Ooststellingwerf;Consumenten;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Oost Gelre;Consumenten;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Dongen;HDO & Bouw;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Alphen-Chaam;Consumenten;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Nuenen, Gerwen en Nederwetten;Industrie & energie;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Ommen;Wegverkeer;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Medemblik;Industrie & energie;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Sluis;Wegverkeer;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Opmeer;Wegverkeer;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Borne;Consumenten;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Gorinchem;Luchtvaart & rail;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Enkhuizen;HDO & Bouw;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Boxtel;Landbouw;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Son en Breugel;Wegverkeer;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Eindhoven;Mobiele werktuigen;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Veldhoven;HDO & Bouw;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Stede Broec;Wegverkeer;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
De Ronde Venen;Luchtvaart & rail;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Oosterhout;Binnenvaart & recreatievaart;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Gulpen-Wittem;Consumenten sfeerverwarming;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Veere;Wegverkeer;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Gilze en Rijen;HDO & Bouw;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Son en Breugel;Consumenten;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Geertruidenberg;Mobiele werktuigen bouw (SEB);0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Horst aan de Maas;Wegverkeer;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Soest;Landbouw;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Sint-Michielsgestel;Landbouw;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Heemskerk;Landbouw;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Venlo;Binnenvaart & recreatievaart;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Sliedrecht;Luchtvaart & rail;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Elburg;HDO & Bouw;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Hoorn;Mobiele werktuigen;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Bergen op Zoom;Mobiele werktuigen;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Haaksbergen;Consumenten;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Het Hogeland;Consumenten;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Weert;Wegverkeer;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Bronckhorst;Mobiele werktuigen;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Dongen;Landbouw;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Oostzaan;Landbouw;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Huizen;Mobiele werktuigen bouw (SEB);0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Vught;HDO & Bouw;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Oisterwijk;HDO & Bouw;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Halderberge;Mobiele werktuigen;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Heusden;Binnenvaart & recreatievaart;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Heiloo;Mobiele werktuigen bouw (SEB);0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Arnhem;Mobiele werktuigen;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Loon op Zand;HDO & Bouw;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Waadhoeke;Wegverkeer;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Kapelle;Industrie & energie;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Valkenburg aan de Geul;Consumenten sfeerverwarming;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Roermond;Wegverkeer;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Vlissingen;Wegverkeer;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Noord-Beveland;Wegverkeer;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Dronten;Mobiele werktuigen bouw (SEB);0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Tytsjerksteradiel;Consumenten;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Waterland;Mobiele werktuigen bouw (SEB);0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Leiderdorp;Luchtvaart & rail;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Zutphen;Binnenvaart & recreatievaart;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Heumen;Wegverkeer;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Moerdijk;Luchtvaart & rail;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Druten;Wegverkeer;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Zundert;Mobiele werktuigen;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Westervoort;Industrie & energie;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Amersfoort;Luchtvaart & rail;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Heusden;Mobiele werktuigen bouw (SEB);0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Heusden;Mobiele werktuigen;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Asten;Wegverkeer;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Overbetuwe;Luchtvaart & rail;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Hof van Twente;Binnenvaart & recreatievaart;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Heerenveen;HDO & Bouw;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Raalte;Mobiele werktuigen;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Rucphen;HDO & Bouw;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Baarle-Nassau;Industrie & energie;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Leudal;Wegverkeer;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Hardenberg;HDO & Bouw;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Bergeijk;Consumenten;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Kapelle;Landbouw;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Kerkrade;Consumenten sfeerverwarming;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Harderwijk;Mobiele werktuigen;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Heiloo;Mobiele werktuigen;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Midden-Drenthe;Mobiele werktuigen;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Noord-Beveland;Landbouw;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Borsele;Mobiele werktuigen;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Albrandswaard;Mobiele werktuigen;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Voorschoten;Binnenvaart & recreatievaart;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Opsterland;Industrie & energie;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Wijk bij Duurstede;Mobiele werktuigen;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Beuningen;Landbouw;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Voerendaal;Consumenten sfeerverwarming;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Urk;HDO & Bouw;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Steenwijkerland;HDO & Bouw;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Maastricht;Wegverkeer;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Heumen;Industrie & energie;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Goes;Mobiele werktuigen;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Aa en Hunze;Wegverkeer;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Halderberge;Mobiele werktuigen bouw (SEB);0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Brummen;Binnenvaart & recreatievaart;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Weststellingwerf;Binnenvaart & recreatievaart;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Baarn;Mobiele werktuigen bouw (SEB);0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Boxtel;HDO & Bouw;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Den Helder;Industrie & energie;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Overbetuwe;Mobiele werktuigen bouw (SEB);0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Smallingerland;Landbouw;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Weststellingwerf;Mobiele werktuigen;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Son en Breugel;Landbouw;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Geldrop-Mierlo;Wegverkeer;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Alblasserdam;Mobiele werktuigen;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Losser;Consumenten;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Echt-Susteren;Consumenten;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Westerveld;Mobiele werktuigen;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Berkelland;Wegverkeer;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Doetinchem;Wegverkeer;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Waalre;Consumenten;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Westerveld;Wegverkeer;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Reimerswaal;HDO & Bouw;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Zwartewaterland;Landbouw;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Blaricum;Industrie & energie;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Eemsdelta;Consumenten;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Hilvarenbeek;Wegverkeer;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Lochem;Mobiele werktuigen;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Someren;Wegverkeer;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Krimpen aan den IJssel;Mobiele werktuigen;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Venlo;HDO & Bouw;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Zutphen;Wegverkeer;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Steenbergen;Mobiele werktuigen bouw (SEB);0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Terneuzen;Mobiele werktuigen bouw (SEB);0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Bladel;Wegverkeer;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Bodegraven-Reeuwijk;Luchtvaart & rail;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Gorinchem;Mobiele werktuigen;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Winterswijk;Consumenten;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Wijchen;HDO & Bouw;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Bunnik;Mobiele werktuigen;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Pekela;Industrie & energie;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Opmeer;HDO & Bouw;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Lingewaard;Landbouw;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Cranendonck;Consumenten;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Heemstede;Luchtvaart & rail;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Heerlen;Wegverkeer;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Noord-Beveland;Consumenten;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Geldrop-Mierlo;Industrie & energie;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Breda;Luchtvaart & rail;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Zaltbommel;Mobiele werktuigen bouw (SEB);0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Eemnes;Mobiele werktuigen;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Hoogeveen;HDO & Bouw;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Hulst;Wegverkeer;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Twenterand;Wegverkeer;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Echt-Susteren;Industrie & energie;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Neder-Betuwe;HDO & Bouw;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Oldambt;Consumenten;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Leusden;Mobiele werktuigen bouw (SEB);0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Dalfsen;Mobiele werktuigen;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Dantumadiel;Landbouw;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
